authorid,articleid
jWkk11QAAAAJ,10.1111/1467-937X.00039
UyM6NW8AAAAJ,10.1111/1467-937X.00040
hoIzpIAAAAAJ,10.2307/2971729
wAwboAcAAAAJ,10.2307/2971730
m1-SRZwAAAAJ,10.2307/2971732
9WIMyuIAAAAJ,10.2307/2971732
DUVOy9UAAAAJ,10.2307/2971734
sk56oLcAAAAJ,10.2307/2971735
FC7RktsAAAAJ,10.2307/2971735
ms1aMr0AAAAJ,10.2307/2971716
y6EDPWoAAAAJ,10.2307/2971716
WtI6N7EAAAAJ,10.2307/2971717
dYwbc9sAAAAJ,10.2307/2971718
QfnkNRUAAAAJ,10.2307/2971719
L4wWGmAAAAAJ,10.2307/2971721
f4J8y9AAAAAJ,10.2307/2971722
l9Or8EMAAAAJ,10.2307/2971723
CPLK16oAAAAJ,10.2307/2971707
wvl1mTMAAAAJ,10.2307/2971707
EVDh7jgAAAAJ,10.2307/2971709
BKG_SzMAAAAJ,10.2307/2971712
a0EF78oAAAAJ,10.2307/2971738
pZOhHT4AAAAJ,10.2307/2971744
38t3MC4AAAAJ,10.2307/2297792
Nvs1ixIAAAAJ,10.2307/2297793
NVP-aqgAAAAJ,10.2307/2297795
h638jlQAAAAJ,10.2307/2297796
h638jlQAAAAJ,10.2307/2297796
4EEeVVMAAAAJ,10.2307/2297798
z9jYkX0AAAAJ,10.2307/2297798
JN8fIl8AAAAJ,10.2307/2297887
MFZEbUEAAAAJ,10.2307/2297887
BfRW2woAAAAJ,10.2307/2297890
KJJfHRMAAAAJ,10.2307/2297890
wLMBUqoAAAAJ,10.2307/2297891
0UDqef8AAAAJ,10.2307/2297892
8CC5N-YAAAAJ,10.2307/2297850
_eAufagAAAAJ,10.2307/2297851
-8PtSIcAAAAJ,10.2307/2297853
wLMBUqoAAAAJ,10.2307/2297854
i1YRIJ8AAAAJ,10.2307/2297855
ZEDUm5UAAAAJ,10.2307/2298112
8gU3gfQAAAAJ,10.2307/2298113
Wozc0GgAAAAJ,10.2307/2298114
BUsBs1gAAAAJ,10.2307/2298115
txxW5q4AAAAJ,10.2307/2298115
1LuYK-AAAAAJ,10.2307/2298116
UV-CEjQAAAAJ,10.2307/2298117
y51lxLUAAAAJ,10.2307/2298117
UiFcoyoAAAAJ,10.2307/2298118
SOfGv8YAAAAJ,10.2307/2298119
1nahHTgAAAAJ,10.2307/2298119
SDEwIIIAAAAJ,10.2307/2298076
XizBm0kAAAAJ,10.2307/2298076
7r2YOgcAAAAJ,10.2307/2298077
yoDpXhsAAAAJ,10.2307/2298079
CeiNja8AAAAJ,10.2307/2298079
T2D3KIIAAAAJ,10.2307/2298080
iR7AU5QAAAAJ,10.2307/2298080
8lWV03oAAAAJ,10.2307/2298081
edIy5-0AAAAJ,10.2307/2298081
3lEqgdEAAAAJ,10.2307/2298035
4EMTWn4AAAAJ,10.2307/2298035
dd-5oP4AAAAJ,10.2307/2298036
xfgfC_0AAAAJ,10.2307/2298039
JCA2LokAAAAJ,10.2307/2298039
sacF4dwAAAAJ,10.2307/2297802
nbS9aKEAAAAJ,10.2307/2297802
Q7dnutMAAAAJ,10.2307/2297803
g2VFGuoAAAAJ,10.2307/2297803
mse9IMcAAAAJ,10.2307/2297804
UFli6RgAAAAJ,10.2307/2297804
TwFupW0AAAAJ,10.2307/2297806
PJfHUgUAAAAJ,10.2307/2297807
ypZJVc0AAAAJ,10.2307/2297839
gxU_g7UAAAAJ,10.2307/2297840
b_wpvWYAAAAJ,10.2307/2297841
lNR0bH0AAAAJ,10.2307/2297841
pMValUkAAAAJ,10.2307/2297841
UiSEQaIAAAAJ,10.2307/2297842
wgeqWDgAAAAJ,10.2307/2297845
TBW4X_0AAAAJ,10.2307/2297911
ZIw-AGsAAAAJ,10.2307/2297912
UlLc0SoAAAAJ,10.2307/2297912
dYwbc9sAAAAJ,10.2307/2297913
zM97WJ4AAAAJ,10.2307/2297914
sacF4dwAAAAJ,10.2307/2297915
nbS9aKEAAAAJ,10.2307/2297915
Dc50YDIAAAAJ,10.2307/2297915
Lgzbz5UAAAAJ,10.2307/2297916
CjdzNJUAAAAJ,10.2307/2297916
9SmcwR4AAAAJ,10.2307/2297918
t_EmssAAAAAJ,10.2307/2297896
QtVE6DwAAAAJ,10.2307/2297897
KAx7nhEAAAAJ,10.2307/2297897
4optmswAAAAJ,10.2307/2297898
WZoeTyYAAAAJ,10.2307/2297898
t_EmssAAAAAJ,10.2307/2297899
CPLK16oAAAAJ,10.2307/2297900
IpSjYIoAAAAJ,10.2307/2297901
Nzv-VYsAAAAJ,10.2307/2297903
KW_synoAAAAJ,10.2307/2297904
rbfO7tkAAAAJ,10.2307/2297905
mJf2-XIAAAAJ,10.2307/2297978
4optmswAAAAJ,10.2307/2297979
WZoeTyYAAAAJ,10.2307/2297979
sDYv4aIAAAAJ,10.2307/2297980
e2Xowj0AAAAJ,10.2307/2297980
m1-SRZwAAAAJ,10.2307/2297981
1qae7OsAAAAJ,10.2307/2297981
72SL-SYAAAAJ,10.2307/2297982
9-ONixQAAAAJ,10.2307/2297983
0iwW6VQAAAAJ,10.2307/2297984
oNlCMA8AAAAJ,10.2307/2297873
8MNnGfUAAAAJ,10.2307/2297873
3wnhA1EAAAAJ,10.2307/2297874
kAUuzqwAAAAJ,10.2307/2297874
nZgzEYsAAAAJ,10.2307/2297875
Q47QWqYAAAAJ,10.2307/2297876
SMkGoP4AAAAJ,10.2307/2297878
I19kTMQAAAAJ,10.2307/2297879
R_wj_tQAAAAJ,10.2307/2297880
BI9LifAAAAAJ,10.2307/2297881
QdGMrlYAAAAJ,10.2307/2297881
hDxMPX0AAAAJ,10.2307/2297882
b9OskpoAAAAJ,10.2307/2297882
1rDKD9kAAAAJ,10.2307/2298099
zl0AOEgAAAAJ,10.2307/2298099
wJhs6KYAAAAJ,10.2307/2298100
9FhwXxEAAAAJ,10.2307/2298100
GVbYrSIAAAAJ,10.2307/2298101
gUmhh8EAAAAJ,10.2307/2298101
mbiQ4ukAAAAJ,10.2307/2298102
lhKqeC8AAAAJ,10.2307/2298103
fQuB-q0AAAAJ,10.2307/2298103
ms1aMr0AAAAJ,10.2307/2298105
tt48sngAAAAJ,10.2307/2298106
uyTqYxwAAAAJ,10.2307/2298107
VI5kmyQAAAAJ,10.2307/2298107
VI5kmyQAAAAJ,10.2307/2298108
m1-SRZwAAAAJ,10.2307/2298122
1qae7OsAAAAJ,10.2307/2298122
wAwboAcAAAAJ,10.2307/2298123
cRFaTw0AAAAJ,10.2307/2298124
ypZJVc0AAAAJ,10.2307/2298124
TwFupW0AAAAJ,10.2307/2298125
M2h8mJkAAAAJ,10.2307/2298126
z9jYkX0AAAAJ,10.2307/2298127
QeCN--AAAAAJ,10.2307/2298128
2xiPd20AAAAJ,10.2307/2298128
30LFrlkAAAAJ,10.2307/2298130
C9RPQOEAAAAJ,10.2307/2298130
4optmswAAAAJ,10.2307/2298131
NTcIFVIAAAAJ,10.2307/2298131
nJctXjIAAAAJ,10.2307/2298132
VcG4E7UAAAAJ,10.2307/2298057
FxYjRNIAAAAJ,10.2307/2298058
N3hKgKsAAAAJ,10.2307/2298058
HLpqZooAAAAJ,10.2307/2298059
z9jYkX0AAAAJ,10.2307/2298060
dhxTy5gAAAAJ,10.2307/2298062
EbBjDVUAAAAJ,10.2307/2298064
z4mx7IcAAAAJ,10.2307/2298065
cGHdepoAAAAJ,10.2307/2298066
rRQpkoEAAAAJ,10.2307/2298067
0UDqef8AAAAJ,10.2307/2298067
VcG4E7UAAAAJ,10.2307/2298068
ailQ-KAAAAAJ,10.2307/2297810
CPLK16oAAAAJ,10.2307/2297811
wvl1mTMAAAAJ,10.2307/2297811
KAx7nhEAAAAJ,10.2307/2297812
_eAufagAAAAJ,10.2307/2297813
WZoeTyYAAAAJ,10.2307/2297814
PWLh77oAAAAJ,10.2307/2297814
b10FfC0AAAAJ,10.2307/2297817
UljUkjMAAAAJ,10.2307/2297817
z4mx7IcAAAAJ,10.2307/2297819
MPatnRQAAAAJ,10.2307/2297820
M3kOH3YAAAAJ,10.2307/2297821
V4G6ch0AAAAJ,10.2307/2297993
z2bcm8cAAAAJ,10.2307/2297993
7S_1xP8AAAAJ,10.2307/2297994
qFtg6AUAAAAJ,10.2307/2297994
8gU3gfQAAAAJ,10.2307/2297996
cGHdepoAAAAJ,10.2307/2297998
iuv1D8EAAAAJ,10.2307/2297999
vAkwgiwAAAAJ,10.2307/2297858
VDJQu5MAAAAJ,10.2307/2297859
Q-nrHVoAAAAJ,10.2307/2297862
MAqEdFMAAAAJ,10.2307/2297862
o-fz7uYAAAAJ,10.2307/2297863
mJf2-XIAAAAJ,10.2307/2297863
XCo4OfoAAAAJ,10.2307/2297864
fQuB-q0AAAAJ,10.2307/2297864
AaODuaoAAAAJ,10.2307/2297865
GldtqOIAAAAJ,10.2307/2297867
RFxUOa8AAAAJ,10.2307/2297867
_vxmiKYAAAAJ,10.2307/2297869
NcEHWZ8AAAAJ,10.2307/2297954
_eAufagAAAAJ,10.2307/2297956
KEwK_N4AAAAJ,10.2307/2297957
EsV810YAAAAJ,10.2307/2297957
63MpOyIAAAAJ,10.2307/2297958
rvFjcQIAAAAJ,10.2307/2297923
UY5SZO8AAAAJ,10.2307/2297923
Td85eWgAAAAJ,10.2307/2297924
AaODuaoAAAAJ,10.2307/2297926
JWFcgHkAAAAJ,10.2307/2297927
L7tloBYAAAAJ,10.2307/2297929
Dd65j3QAAAAJ,10.2307/2297930
3ZZ-uv0AAAAJ,10.2307/2297931
uJ4jxxwAAAAJ,10.2307/2297933
GHenqJMAAAAJ,10.2307/2297934
zM97WJ4AAAAJ,10.2307/2297941
tHCWY6YAAAAJ,10.2307/2297941
Y0Tpar8AAAAJ,10.2307/2297942
pc3ZUvcAAAAJ,10.2307/2297943
NFOr1NcAAAAJ,10.2307/2297945
Iapzl2cAAAAJ,10.2307/2297945
m4QiU70AAAAJ,10.2307/2297948
0UDqef8AAAAJ,10.2307/2297948
UndSEy8AAAAJ,10.2307/2297949
JCA2LokAAAAJ,10.2307/2297949
YdmAiBsAAAAJ,10.2307/2297950
Y0Tpar8AAAAJ,10.2307/2297827
tKPbPFUAAAAJ,10.2307/2297828
QfnkNRUAAAAJ,10.2307/2297829
ybu56pMAAAAJ,10.2307/2297830
bghCj6oAAAAJ,10.2307/2297834
7S_1xP8AAAAJ,10.1093/restud/58.3.405
Ga0i--0AAAAJ,10.2307/2298006
QeCN--AAAAAJ,10.2307/2298007
ailQ-KAAAAAJ,10.2307/2298008
QsSr6xEAAAAJ,10.2307/2298010
CjY21_oAAAAJ,10.2307/2298010
_PjYuekAAAAJ,10.2307/2298011
XKIMx0EAAAAJ,10.2307/2298012
8La-UdMAAAAJ,10.2307/2298013
XhpyWAMAAAAJ,10.2307/2298014
HLpqZooAAAAJ,10.2307/2297965
XfuACYoAAAAJ,10.2307/2297965
gRUEkv4AAAAJ,10.2307/2297966
G8HfRKYAAAAJ,10.2307/2297967
3ia8oR4AAAAJ,10.2307/2297967
o-fz7uYAAAAJ,10.2307/2297968
6DiN8wsAAAAJ,10.2307/2297969
3_Y22fEAAAAJ,10.2307/2297970
cH-2RX8AAAAJ,10.2307/2297972
aUWT_igAAAAJ,10.2307/2297973
vFx4c3EAAAAJ,10.2307/2297973
-s-Is4sAAAAJ,10.2307/2297974
gKEWUpQAAAAJ,10.2307/2297975
_i1bNyYAAAAJ,10.2307/2297975
grjdq4MAAAAJ,10.2307/2298043
rRQpkoEAAAAJ,10.2307/2298049
iGmVaU4AAAAJ,10.2307/2298049
vkhTYZ4AAAAJ,10.2307/2298050
_IqibU4AAAAJ,10.2307/2298051
G1uYeXUAAAAJ,10.2307/2298052
AaODuaoAAAAJ,10.2307/2298053
WmEh8uoAAAAJ,10.2307/2298054
XCo4OfoAAAAJ,10.2307/2298086
chFQ1a4AAAAJ,10.2307/2298086
ZEDUm5UAAAAJ,10.2307/2298088
o-fz7uYAAAAJ,10.2307/2298089
vngU8cAAAAAJ,10.2307/2298090
OdTiQG8AAAAJ,10.2307/2298091
H4I8rrYAAAAJ,10.2307/2298093
mse9IMcAAAAJ,10.2307/2298017
jevskTUAAAAJ,10.2307/2298018
z7l0wOcAAAAJ,10.2307/2298018
jevskTUAAAAJ,10.2307/2298019
z7l0wOcAAAAJ,10.2307/2298019
jevskTUAAAAJ,10.2307/2298019
z7l0wOcAAAAJ,10.2307/2298019
11At5qUAAAAJ,10.2307/2298020
4optmswAAAAJ,10.2307/2298020
z2bcm8cAAAAJ,10.2307/2298021
ozrVKzYAAAAJ,10.2307/2298022
9-ONixQAAAAJ,10.2307/2298023
m4QiU70AAAAJ,10.2307/2298024
_hjOB_IAAAAJ,10.2307/2298025
5-etgjQAAAAJ,10.2307/2298026
HVshe5oAAAAJ,10.2307/2297377
9FhwXxEAAAAJ,10.2307/2297378
qcp1yYQAAAAJ,10.2307/2297379
6DiN8wsAAAAJ,10.2307/2297380
86S_O3QAAAAJ,10.2307/2297380
cqZ6a-4AAAAJ,10.2307/2297383
eSfJKqwAAAAJ,10.2307/2297384
jYOeg4gAAAAJ,10.2307/2297540
x-enZJwAAAAJ,10.2307/2297540
z7l0wOcAAAAJ,10.2307/2297541
EM_o6XIAAAAJ,10.2307/2297542
sCccieYAAAAJ,10.2307/2297543
Eujg3DkAAAAJ,10.2307/2297544
TBvhBwgAAAAJ,10.2307/2297545
FK5wEzkAAAAJ,10.2307/2297545
o-fz7uYAAAAJ,10.2307/2297546
OlNv-7AAAAAJ,10.2307/2297548
oymOZekAAAAJ,10.2307/2297496
cH-2RX8AAAAJ,10.2307/2297496
iizj77oAAAAJ,10.2307/2297500
72SL-SYAAAAJ,10.2307/2297500
YBMCy6QAAAAJ,10.2307/2297501
dvxSwGsAAAAJ,10.2307/2297502
z7l0wOcAAAAJ,10.2307/2297503
YnWHroAAAAAJ,10.2307/2297503
VI5kmyQAAAAJ,10.2307/2297504
8oALSlYAAAAJ,10.2307/2297505
ailQ-KAAAAAJ,10.2307/2297552
rvFjcQIAAAAJ,10.2307/2297552
SNHpVKUAAAAJ,10.2307/2297556
qB0vZNgAAAAJ,10.2307/2297557
1bd09gIAAAAJ,10.2307/2297558
eSfJKqwAAAAJ,10.2307/2297559
HVshe5oAAAAJ,10.2307/2297456
zfxMofIAAAAJ,10.2307/2297457
4Pc7jP0AAAAJ,10.2307/2297457
_IqibU4AAAAJ,10.2307/2297459
eZ53DvAAAAAJ,10.2307/2297460
rAf3yyYAAAAJ,10.2307/2297461
UljUkjMAAAAJ,10.2307/2297462
_vxmiKYAAAAJ,10.2307/2297464
vrbjXlMAAAAJ,10.2307/2297746
Ga0i--0AAAAJ,10.2307/2297746
2_ZTsSsAAAAJ,10.2307/2297747
vW-2H_EAAAAJ,10.2307/2297747
ZCkKBLQAAAAJ,10.2307/2297748
4EEeVVMAAAAJ,10.2307/2297749
fQuB-q0AAAAJ,10.2307/2297750
PJfHUgUAAAAJ,10.2307/2297751
BrKoyUwAAAAJ,10.2307/2297753
9FhwXxEAAAAJ,10.2307/2297754
sjmIQEgAAAAJ,10.2307/2297754
wIm_gnIAAAAJ,10.2307/2297756
pp0ByncAAAAJ,10.2307/2297757
ZEDUm5UAAAAJ,10.2307/2297403
SMkGoP4AAAAJ,10.2307/2297404
I19kTMQAAAAJ,10.2307/2297405
2_ZTsSsAAAAJ,10.2307/2297406
vW-2H_EAAAAJ,10.2307/2297406
L_qWA-sAAAAJ,10.2307/2297407
Ci3b1uUAAAAJ,10.2307/2297407
8pxT7MAAAAAJ,10.2307/2297409
GMEC6f0AAAAJ,10.2307/2297411
_eAufagAAAAJ,10.2307/2297389
7S_1xP8AAAAJ,10.2307/2297390
5mXs0E4AAAAJ,10.2307/2297391
1-FCsR4AAAAJ,10.2307/2297392
3_Y22fEAAAAJ,10.2307/2297393
MZ6n6ykAAAAJ,10.2307/2297394
f4J8y9AAAAAJ,10.2307/2297396
__Mo-OMAAAAJ,10.2307/2297398
azf1T8EAAAAJ,10.2307/2297577
oSh6pYoAAAAJ,10.2307/2297579
FxYjRNIAAAAJ,10.2307/2297580
iTcQonMAAAAJ,10.2307/2297582
hStI38cAAAAJ,10.2307/2297583
mcZMzRsAAAAJ,10.2307/2297526
aZwi_NwAAAAJ,10.2307/2297531
BjutRgkAAAAJ,10.2307/2297531
8CJLKV8AAAAJ,10.2307/2297531
UxvXE7QAAAAJ,10.2307/2297532
GVbYrSIAAAAJ,10.2307/2297534
fOUcircAAAAJ,10.2307/2297535
YBMCy6QAAAAJ,10.2307/2297536
SxYWkXwAAAAJ,10.2307/2297481
vFx4c3EAAAAJ,10.2307/2297481
XCo4OfoAAAAJ,10.2307/2297482
chFQ1a4AAAAJ,10.2307/2297482
e7_6UBcAAAAJ,10.2307/2297484
aw0WCJUAAAAJ,10.2307/2297486
yvjTCuQAAAAJ,10.2307/2297486
Uyh_-SwAAAAJ,10.2307/2297487
pK01jfoAAAAJ,10.2307/2297487
NXy51PYAAAAJ,10.2307/2297490
fq7BQosAAAAJ,10.2307/2297491
G8HfRKYAAAAJ,10.2307/2297563
3ia8oR4AAAAJ,10.2307/2297563
BI9LifAAAAAJ,10.2307/2297564
BI9LifAAAAAJ,10.2307/2297564
L7tloBYAAAAJ,10.2307/2297565
HZiIviEAAAAJ,10.2307/2297566
G90kwIUAAAAJ,10.2307/2297567
0lqE9ioAAAAJ,10.2307/2297568
iHT60CEAAAAJ,10.2307/2297569
t_EmssAAAAAJ,10.2307/2297570
grjdq4MAAAAJ,10.2307/2297512
m4QiU70AAAAJ,10.2307/2297512
BrKoyUwAAAAJ,10.2307/2297513
0UDqef8AAAAJ,10.2307/2297513
7EelTwgAAAAJ,10.2307/2297514
CK6FeiUAAAAJ,10.2307/2297514
msFxaRIAAAAJ,10.2307/2297516
VBBjgXsAAAAJ,10.2307/2297516
YP7Od7oAAAAJ,10.2307/2297517
L7tloBYAAAAJ,10.2307/2297518
q8HNQFcAAAAJ,10.2307/2297519
PaZh33AAAAAJ,10.2307/2297520
Ut5kefIAAAAJ,10.2307/2297521
ypZJVc0AAAAJ,10.2307/2297442
EhzrXBQAAAAJ,10.2307/2297443
BUsBs1gAAAAJ,10.2307/2297443
Laob0AEAAAAJ,10.2307/2297444
pDndrl8AAAAJ,10.2307/2297445
YBMCy6QAAAAJ,10.2307/2297446
z9jYkX0AAAAJ,10.2307/2297448
XcCAoQYAAAAJ,10.2307/2297450
86S_O3QAAAAJ,10.2307/2297450
gJmqgEUAAAAJ,10.2307/2297451
UlF_8OUAAAAJ,10.2307/2297452
5MqYr2EAAAAJ,10.2307/2297716
m4QiU70AAAAJ,10.2307/2297717
OiqHECkAAAAJ,10.2307/2297718
b0JdY8IAAAAJ,10.2307/2297719
5mXs0E4AAAAJ,10.2307/2297720
aY6l1RIAAAAJ,10.2307/2297721
pqN1Fi4AAAAJ,10.2307/2297722
-aIdRpAAAAAJ,10.2307/2297723
BrKoyUwAAAAJ,10.2307/2297724
0UDqef8AAAAJ,10.2307/2297724
TBvhBwgAAAAJ,10.2307/2297602
ZCkKBLQAAAAJ,10.2307/2297605
DUVOy9UAAAAJ,10.2307/2297606
UYsU9TkAAAAJ,10.2307/2297607
5HrtQlsAAAAJ,10.2307/2297608
3M5dXewAAAAJ,10.2307/2297608
DnZw9asAAAAJ,10.2307/2297608
Td85eWgAAAAJ,10.2307/2297611
oetFKTcAAAAJ,10.2307/2297612
d4Di4-8AAAAJ,10.2307/2297632
vkhTYZ4AAAAJ,10.2307/2297634
oyMaLcgAAAAJ,10.2307/2297636
y51lxLUAAAAJ,10.2307/2297637
pqN1Fi4AAAAJ,10.2307/2297638
ZRg43AcAAAAJ,10.2307/2297639
ESDPjqEAAAAJ,10.2307/2297640
8oALSlYAAAAJ,10.2307/2297641
B0KOPhYAAAAJ,10.2307/2297646
vERFLi0AAAAJ,10.2307/2297647
7QN0250AAAAJ,10.2307/2297648
OEKVbJsAAAAJ,10.2307/2297648
qT_vU_oAAAAJ,10.2307/2297649
iQCR6UwAAAAJ,10.2307/2297651
O0kfGeQAAAAJ,10.2307/2297651
_IiEhn4AAAAJ,10.2307/2297654
AKTPB-QAAAAJ,10.2307/2297591
yNnGStwAAAAJ,10.2307/2297592
z9jYkX0AAAAJ,10.2307/2297592
YP7Od7oAAAAJ,10.2307/2297593
rtnxrRMAAAAJ,10.2307/2297594
Lss78uwAAAAJ,10.2307/2297598
vFx4c3EAAAAJ,10.2307/2297732
uBTIy50AAAAJ,10.2307/2297733
fL8I9HYAAAAJ,10.2307/2297735
B0KOPhYAAAAJ,10.2307/2297737
WbYQGjcAAAAJ,10.2307/2297742
G2P_h4AAAAAJ,10.2307/2297743
cpuuTh8AAAAJ,10.2307/2297658
tKPbPFUAAAAJ,10.2307/2297659
XCo4OfoAAAAJ,10.2307/2297660
ZEDUm5UAAAAJ,10.2307/2297660
WK2szQUAAAAJ,10.2307/2297661
3_Y22fEAAAAJ,10.2307/2297662
OlNv-7AAAAAJ,10.2307/2297663
bEI5aiUAAAAJ,10.2307/2297668
D15sGD0AAAAJ,10.2307/2297669
LXvTaZoAAAAJ,10.2307/2297669
5qRHOKAAAAAJ,10.2307/2297615
ZEDUm5UAAAAJ,10.2307/2297615
ypZJVc0AAAAJ,10.2307/2297616
DM5NbVMAAAAJ,10.2307/2297617
MZ6n6ykAAAAJ,10.2307/2297618
0TPtG0kAAAAJ,10.2307/2297619
ZiWmFWIAAAAJ,10.2307/2297621
7KzWpQ4AAAAJ,10.2307/2297621
vrbjXlMAAAAJ,10.2307/2297622
JVWRDDoAAAAJ,10.2307/2297624
biksPt8AAAAJ,10.2307/2297625
fP-3OMEAAAAJ,10.2307/2297627
ZkW4epIAAAAJ,10.2307/2297627
_vxmiKYAAAAJ,10.2307/2297467
BjutRgkAAAAJ,10.2307/2297468
BjutRgkAAAAJ,10.2307/2297468
EhzrXBQAAAAJ,10.2307/2297472
U2bPOkEAAAAJ,10.2307/2297473
U2bPOkEAAAAJ,10.2307/2297473
t_EmssAAAAAJ,10.2307/2297474
3vZeSLwAAAAJ,10.2307/2297475
GHenqJMAAAAJ,10.2307/2297780
mm2zaS8AAAAJ,10.2307/2297781
z4mx7IcAAAAJ,10.2307/2297783
65brLvMAAAAJ,10.2307/2297785
s0pGhtUAAAAJ,10.2307/2297787
vFx4c3EAAAAJ,10.2307/2297428
JQQdfGQAAAAJ,10.2307/2297430
m4QiU70AAAAJ,10.2307/2297432
AH9p5RIAAAAJ,10.2307/2297434
nV5lciQAAAAJ,10.2307/2297436
Ch765ZAAAAAJ,10.2307/2297436
SyYaeCQAAAAJ,10.2307/2297438
9FhwXxEAAAAJ,10.2307/2297687
_-Eh4zwAAAAJ,10.2307/2297687
7EelTwgAAAAJ,10.2307/2297689
zOVMj64AAAAJ,10.2307/2297689
g9ZZqUsAAAAJ,10.2307/2297690
W1VCj54AAAAJ,10.2307/2297691
pc3ZUvcAAAAJ,10.2307/2297692
RiJSLsoAAAAJ,10.2307/2297693
O7sB4Q4AAAAJ,10.2307/2297694
aEZZiSgAAAAJ,10.2307/2297695
8osodW0AAAAJ,10.2307/2297698
2AF4iHIAAAAJ,10.2307/2297701
f46No0UAAAAJ,10.2307/2297705
pqN1Fi4AAAAJ,10.2307/2297705
q8HNQFcAAAAJ,10.2307/2297707
lx-4Hd8AAAAJ,10.2307/2297708
86S_O3QAAAAJ,10.2307/2297709
9-ONixQAAAAJ,10.2307/2297711
0dAapKAAAAAJ,10.1093/restud/50.4.583
4TseNCcAAAAJ,10.2307/2297764
vrbjXlMAAAAJ,10.2307/2297765
GVbYrSIAAAAJ,10.2307/2297766
qB7z088AAAAJ,10.2307/2297769
qB7z088AAAAJ,10.2307/2297769
G1uYeXUAAAAJ,10.2307/2297771
SgtnRW0AAAAJ,10.2307/2297771
vu9H5Z4AAAAJ,10.2307/2297772
KcAJXZcAAAAJ,10.2307/2297774
ZCkKBLQAAAAJ,10.2307/2297672
CK6FeiUAAAAJ,10.2307/2297674
KEwK_N4AAAAJ,10.2307/2297678
EsV810YAAAAJ,10.2307/2297678
XCo4OfoAAAAJ,10.2307/2297414
ZEDUm5UAAAAJ,10.2307/2297414
3vU_6SoAAAAJ,10.2307/2297415
_TYJFLAAAAAJ,10.2307/2297415
oetFKTcAAAAJ,10.2307/2297417
3DWTOrEAAAAJ,10.2307/2297421
NXy51PYAAAAJ,10.2307/2297423
uj0QBSYAAAAJ,10.2307/2297425
AH9p5RIAAAAJ,10.2307/2296953
t_EmssAAAAAJ,10.2307/2296954
oCFp4LIAAAAJ,10.2307/2296956
WbYQGjcAAAAJ,10.2307/2296957
U2bPOkEAAAAJ,10.2307/2296959
ZiWmFWIAAAAJ,10.2307/2296961
SxYWkXwAAAAJ,10.2307/2296962
UY5SZO8AAAAJ,10.2307/2296964
R_wj_tQAAAAJ,10.2307/2296964
Hhp75oYAAAAJ,10.2307/2296966
M70CRkQAAAAJ,10.2307/2297184
0PK2JtIAAAAJ,10.2307/2297185
M70CRkQAAAAJ,10.2307/2297186
lqmGJIkAAAAJ,10.2307/2297188
0lqE9ioAAAAJ,10.2307/2297189
0PK2JtIAAAAJ,10.2307/2297191
O7sB4Q4AAAAJ,10.2307/2297283
vkhTYZ4AAAAJ,10.2307/2297285
CUCtmaMAAAAJ,10.2307/2297285
vu9H5Z4AAAAJ,10.2307/2297286
PdkdfhMAAAAJ,10.2307/2297286
2AF4iHIAAAAJ,10.2307/2297287
_IqibU4AAAAJ,10.2307/2297288
f46No0UAAAAJ,10.2307/2297288
z4mx7IcAAAAJ,10.2307/2297289
UY5SZO8AAAAJ,10.2307/2297291
7EelTwgAAAAJ,10.2307/2297295
DUVOy9UAAAAJ,10.2307/2297360
yoDpXhsAAAAJ,10.2307/2297365
CZck7vcAAAAJ,10.2307/2297366
1onHCx0AAAAJ,10.2307/2297367
cpuuTh8AAAAJ,10.2307/2297370
TPUL7UEAAAAJ,10.2307/2297370
oetFKTcAAAAJ,10.2307/2297371
MZ6n6ykAAAAJ,10.2307/2297372
wYM5K5sAAAAJ,10.2307/2297268
QgmO3FAAAAAJ,10.2307/2297269
qcp1yYQAAAAJ,10.2307/2297269
KAx7nhEAAAAJ,10.2307/2297271
mr9cJ7gAAAAJ,10.2307/2297272
2AF4iHIAAAAJ,10.2307/2297273
3vZeSLwAAAAJ,10.2307/2297275
UV-CEjQAAAAJ,10.2307/2297276
gjB2OVUAAAAJ,10.2307/2297277
WK2szQUAAAAJ,10.2307/2297138
PaZh33AAAAAJ,10.2307/2297141
CeiNja8AAAAJ,10.2307/2297148
-UIX_U8AAAAJ,10.2307/2297197
oymOZekAAAAJ,10.2307/2297198
EsV810YAAAAJ,10.2307/2297200
ZTiS6sAAAAAJ,10.2307/2297200
ZiWmFWIAAAAJ,10.2307/2297203
_IqibU4AAAAJ,10.2307/2297205
gFy3ZJsAAAAJ,10.2307/2297207
g9ZZqUsAAAAJ,10.2307/2297152
9-ONixQAAAAJ,10.2307/2297154
Ut5kefIAAAAJ,10.2307/2297156
Lss78uwAAAAJ,10.2307/2297156
E-mVohIAAAAJ,10.2307/2297157
J5HfMc0AAAAJ,10.2307/2297158
BjutRgkAAAAJ,10.2307/2297161
_TYJFLAAAAAJ,10.2307/2297162
nV5lciQAAAAJ,10.2307/2297162
febk8gUAAAAJ,10.2307/2297163
ZiWmFWIAAAAJ,10.2307/2297164
jitVXE0AAAAJ,10.2307/2297165
vu9H5Z4AAAAJ,10.2307/2296882
YRriETUAAAAJ,10.2307/2296882
Ut5kefIAAAAJ,10.2307/2296886
Lss78uwAAAAJ,10.2307/2296886
5mXs0E4AAAAJ,10.2307/2296887
QBCwpusAAAAJ,10.2307/2296891
UY5SZO8AAAAJ,10.2307/2296892
